Name,place_id,state_id,Total Population,Median Household Income,Per capita income,Under 5yo %,Under 18yo %,Over 65yo %,Female %,White %,Black or African American %,American Indian and Alaska Native %,Asian %,Native Hawaiian and Other Pacific Islander %,Two or more races %,Hispanic or Latino %,"White alone, not Hispanic or Latino %",Foreign born %,Total Housing Units,Owner-occupied Housing Units,Median value of owner-occupied housing units,Median selected monthly owner costs - with mortgage,Median selected monthly owner costs - without mortgage,Median gross rent,Total households,Persons per household,Living in the same house 1 year ago %,Language other than English spoken at home %,Households with computer %,Households with internet %,High school graduate or higher %,Bachelor's degree or higher %,18-64yo with disability %,Without health insurance %,In labor force over 16yo %,In labor force females over 16yo %,Mean travel time to work (minutes),People in poverty %
"Gifford village, Illinois",29145,17,828,66528,38177,6.0,19.3,243,52.3,98.2,6.8,0.0,0.0,0.0,5.9,0.2,92.0,0.0,379,319,146700,1236,408,675,345,2.17,93.9,1.9,86.7,76.2,96.2,21.4,8.3,0.8,56.0,47.6,23.9,3.3
"Gilberts village, Illinois",29171,17,8220,101298,37909,8.3,34.4,742,50.6,68.3,2.4,4.3,11.3,0.0,10.0,32.1,52.1,14.0,2883,2278,265600,2197,912,2244,2684,3.06,71.9,34.8,90.2,90.0,98.0,44.4,2.3,0.0,82.0,76.9,27.1,3.1
"Gillespie city, Illinois",29236,17,2945,45817,29169,8.9,21.8,527,50.8,99.5,0.0,2.0,0.0,0.0,2.7,0.0,96.8,0.3,1460,903,89200,950,390,664,1273,2.31,93.4,0.0,86.2,84.3,89.0,18.7,15.7,6.7,59.1,48.9,27.6,21.0
"Gilman city, Illinois",29275,17,1641,61705,29192,6.2,21.5,356,50.8,84.7,1.6,0.6,0.3,0.7,3.9,17.3,78.3,8.4,757,516,104600,1029,468,636,653,2.41,92.9,14.0,90.7,87.9,82.9,14.1,10.7,7.9,64.3,60.1,19.8,8.2
"Girard city, Illinois",29392,17,1775,45345,20685,10.5,22.8,315,52.9,99.6,2.4,1.1,0.0,0.8,4.2,3.1,93.0,0.3,795,406,78800,876,431,806,636,2.76,88.9,2.7,87.9,73.9,85.2,9.2,22.5,3.8,56.6,49.6,30.7,21.1
"Gladstone village, Illinois",29431,17,169,32361,26906,5.3,10.7,43,49.7,100.0,0.0,1.2,0.0,0.0,1.2,0.0,98.8,0.0,100,61,50600,688,211,444,85,1.99,86.1,1.3,68.2,78.8,93.7,5.6,21.3,5.9,64.2,56.9,29.4,9.5
"Glasford village, Illinois",29483,17,834,71477,33189,6.8,24.3,101,47.1,100.0,0.8,1.3,0.0,0.0,3.2,0.4,96.4,0.0,357,269,89000,1023,453,579,335,2.49,92.5,0.0,94.0,82.1,94.0,11.3,18.7,12.1,67.9,66.3,28.3,13.2
"Glen Carbon village, Illinois",29639,17,13532,86406,46140,6.5,25.0,2606,50.0,93.2,5.3,0.0,2.4,0.0,4.6,3.6,86.7,2.8,5884,3765,234900,1943,717,1000,5539,2.42,89.9,4.5,93.8,90.4,96.7,51.9,7.3,6.3,65.3,57.6,26.2,7.6
"Glencoe village, Illinois",29652,17,8824,212132,128770,5.0,28.3,1789,52.9,95.5,1.7,0.2,3.5,0.0,1.5,1.2,93.5,7.1,3426,2985,1101200,4001,1501,1657,3195,2.76,90.4,8.9,94.1,93.6,99.9,86.4,2.5,1.0,52.0,38.3,35.7,2.0
"Glendale Heights village, Illinois",29730,17,33443,77582,30887,6.5,23.0,4132,50.3,55.0,14.0,1.6,24.2,0.5,9.1,30.4,31.1,34.8,11971,7335,208700,1756,804,1358,11395,2.93,85.9,53.9,97.3,95.0,83.9,29.0,6.1,11.0,72.5,67.3,26.5,9.6
"Glen Ellyn village, Illinois",29756,17,28506,124754,69566,6.6,26.6,5020,50.3,87.9,3.0,0.6,9.7,0.2,3.5,5.0,81.6,10.4,11465,8579,464300,3209,1124,1162,10986,2.59,88.5,14.7,94.4,91.2,96.3,68.4,5.8,2.7,64.3,56.4,30.3,5.1
"Glenview village, Illinois",29938,17,48150,123771,70217,5.7,24.7,11127,51.9,81.0,1.8,0.6,17.6,0.1,4.9,7.5,72.4,21.6,19499,14568,529500,2925,1170,1893,18406,2.58,90.8,29.0,93.8,91.9,95.8,68.5,3.6,3.8,61.6,53.3,30.6,5.3
"Glenwood village, Illinois",30029,17,8590,65685,29573,4.0,22.4,1551,55.7,28.6,72.8,3.8,1.2,0.0,4.8,5.7,20.0,3.0,3307,2567,143700,1617,687,1623,3015,2.74,94.8,4.7,95.3,89.1,94.9,31.1,14.2,10.6,61.5,56.3,35.0,11.6
"Godfrey village, Illinois",30094,17,17812,80560,42288,4.4,15.7,5019,49.9,95.2,5.6,0.3,1.1,0.6,3.3,1.5,91.1,0.9,8087,6434,155200,1334,614,1047,7673,2.29,88.0,1.0,91.3,88.7,96.3,30.6,10.5,3.4,62.1,57.5,26.8,6.0
"Godley village, Illinois",30120,17,616,41324,27633,5.5,17.9,108,50.3,98.4,0.3,0.5,0.0,0.0,0.8,6.0,93.2,0.5,265,182,112100,1230,279,997,258,2.39,89.3,6.5,88.0,74.8,91.0,11.5,21.9,14.8,54.5,51.3,28.0,18.4
"Golconda city, Illinois",30133,17,784,33083,16995,5.2,16.1,147,47.1,97.7,3.1,1.3,0.0,0.0,2.0,0.1,95.5,0.6,359,162,92900,852,399,286,291,2.37,77.6,1.3,74.2,66.7,85.8,9.4,23.9,1.7,33.1,34.6,19.9,39.1
"Golden village, Illinois",30159,17,736,54583,28536,8.2,21.3,200,50.8,100.0,0.0,0.3,2.0,0.0,2.6,0.0,97.4,0.1,344,241,98800,813,385,600,312,2.23,84.2,1.2,83.3,79.5,91.9,22.0,17.7,1.4,58.1,52.8,27.0,10.6
"Goodfield village, Illinois",30445,17,923,94583,41994,7.6,22.6,166,51.4,99.6,0.2,0.0,0.2,0.0,0.0,0.0,99.6,0.1,363,338,216400,1628,697,890,355,2.60,95.7,1.2,94.6,85.4,98.8,37.1,8.2,7.3,60.3,53.6,19.9,1.5
"Good Hope village, Illinois",30458,17,418,50833,25622,9.1,27.8,59,49.0,99.3,0.7,0.7,0.0,0.0,1.9,2.9,95.5,0.0,195,143,80900,954,400,719,168,2.49,86.8,0.8,91.1,83.9,96.4,19.8,17.4,7.0,65.5,62.8,18.0,6.1
"Goreville village, Illinois",30575,17,1125,64444,28026,4.8,20.1,279,56.1,100.0,0.0,0.0,0.1,0.0,0.7,0.6,99.3,0.0,514,376,92000,1059,435,658,460,2.45,90.1,0.0,82.8,77.6,92.6,22.8,11.3,2.0,48.0,44.2,27.5,11.5
"Grand Ridge village, Illinois",30757,17,650,61528,27042,8.8,23.2,95,48.9,91.1,1.5,0.5,0.8,0.0,2.6,14.2,83.2,2.2,259,217,129600,1064,462,800,237,2.74,91.0,11.8,92.0,88.2,97.8,17.0,4.7,3.1,69.3,67.5,31.3,3.7
"Grand Tower city, Illinois",30770,17,597,51750,22235,8.2,25.5,59,44.7,99.0,0.0,0.0,0.0,0.0,4.4,5.0,94.6,3.9,281,165,27300,753,293,565,234,2.55,95.8,4.2,93.2,84.6,89.7,4.6,9.3,4.5,68.4,65.9,48.5,17.3
"Grandview village, Illinois",30835,17,1351,47321,27380,3.7,17.2,201,50.8,91.0,12.5,0.2,0.0,0.0,6.6,6.7,78.2,0.2,715,413,66300,792,426,919,638,2.12,80.3,4.4,88.7,76.2,89.2,9.6,11.9,3.6,63.1,62.2,16.4,21.9
"Grandwood Park CDP, Illinois",30900,17,5506,129375,57109,3.8,22.0,484,50.7,78.8,7.4,0.3,15.8,0.9,6.0,12.4,65.4,14.3,2091,1769,269600,2534,781,1493,1985,2.77,93.5,17.8,98.5,98.1,96.4,59.5,6.6,1.6,72.4,64.3,28.1,1.4
"Granite City city, Illinois",30926,17,27336,53757,26664,5.2,21.7,4501,49.2,87.0,13.5,0.8,1.3,0.2,4.8,7.2,78.3,2.7,12958,7559,84900,1026,464,716,11291,2.40,88.7,4.8,88.6,82.3,89.3,14.2,19.4,5.8,59.8,55.3,22.6,18.0
"Grantfork village, Illinois",30978,17,460,93750,43167,7.2,24.1,29,46.3,99.3,0.0,0.0,0.9,0.0,0.2,1.1,98.0,0.7,192,173,155600,1556,550,1042,181,2.54,97.1,10.8,91.2,84.5,96.9,47.4,6.3,2.4,89.5,87.6,25.9,2.4
"Grant Park village, Illinois",30991,17,1643,77000,26494,9.7,36.8,259,48.0,98.8,0.7,1.2,0.0,0.0,1.6,3.3,95.0,0.9,518,351,163100,1500,683,981,498,3.28,92.6,2.6,94.8,88.8,93.4,12.5,8.3,4.5,62.7,59.9,31.1,6.8
"Granville village, Illinois",31017,17,1554,61731,29907,8.4,21.7,383,52.5,94.1,0.0,0.2,0.0,0.0,0.6,9.6,87.7,0.4,690,471,107100,988,465,590,622,2.50,91.8,5.6,90.7,79.6,88.8,18.0,8.6,3.5,61.6,54.6,21.0,7.8
"Grayslake village, Illinois",31121,17,20827,109975,50354,6.7,23.2,2513,48.9,81.1,8.2,1.3,8.3,0.3,5.2,9.8,72.0,11.6,8149,5759,247900,2263,1090,1276,7817,2.65,85.9,16.7,95.9,92.5,96.9,59.7,7.5,4.4,73.4,66.2,30.3,6.3
"Grayville city, Illinois",31165,17,1554,48155,24083,4.8,23.4,319,52.8,98.3,2.1,0.8,1.2,0.0,2.8,2.4,93.1,1.4,845,460,64600,930,345,666,663,2.27,85.4,2.8,87.9,83.6,86.7,11.3,19.4,17.2,61.2,52.8,21.6,25.3
"Greenfield city, Illinois",31368,17,1295,54531,27673,4.9,26.2,206,57.3,100.0,1.2,1.6,0.0,0.0,2.9,0.2,97.0,0.2,490,309,82500,953,459,759,411,3.15,94.7,0.0,83.5,72.7,92.0,23.1,8.1,6.8,64.0,60.8,33.9,13.6
"Green Oaks village, Illinois",31446,17,4067,98056,71585,4.0,23.1,987,49.0,91.1,0.9,0.8,8.4,0.0,5.4,7.9,82.1,12.2,1605,1102,593400,3611,1501,1075,1536,2.55,87.4,18.0,92.5,91.3,92.0,55.0,9.5,0.3,52.1,52.3,26.8,5.1
"Greenup village, Illinois",31524,17,2013,57656,24087,7.0,26.1,393,55.3,98.6,0.4,0.5,0.7,0.2,0.8,0.0,98.0,0.6,861,613,84800,903,363,619,786,2.51,85.8,1.2,81.0,73.0,90.9,14.5,10.0,3.3,62.8,59.3,18.3,11.4
"Green Valley village, Illinois",31563,17,787,57063,27078,9.3,33.0,69,49.6,99.7,0.0,0.1,0.3,0.0,0.1,3.4,96.2,1.7,312,205,104400,1054,385,723,291,2.70,76.9,0.3,86.9,80.8,92.8,14.9,5.2,4.4,74.4,76.3,26.7,17.0
"Greenview village, Illinois",31576,17,860,61750,25800,4.9,24.7,140,51.7,99.8,0.0,0.7,0.0,0.0,0.9,0.0,98.8,0.0,421,277,73200,868,429,573,363,2.37,92.7,0.1,96.4,92.6,95.6,7.8,15.0,3.4,64.8,54.4,27.3,7.3
"Greenville city, Illinois",31589,17,6676,45961,20269,2.1,13.5,1054,40.1,79.9,16.9,0.9,2.4,0.0,1.6,6.3,73.6,4.1,2427,1233,99500,903,511,539,2185,2.15,80.3,5.7,89.7,77.1,84.0,23.6,13.2,4.0,40.5,51.5,21.8,20.7
"Greenwood village, Illinois",31667,17,427,100833,40787,0.2,13.6,107,53.9,94.6,0.5,6.6,0.2,0.0,8.7,13.3,84.3,4.4,182,109,350000,2016,917,1474,164,2.60,96.7,9.4,98.2,97.0,93.7,26.9,6.9,0.2,65.0,64.2,22.6,12.6
"Gridley village, Illinois",31732,17,1245,53958,31826,5.5,23.8,281,54.3,97.1,4.1,0.7,0.2,0.0,2.7,1.7,93.1,1.4,570,398,114400,1120,520,650,537,2.32,94.4,1.5,95.5,84.7,94.2,26.9,6.0,3.9,58.4,53.4,26.3,8.9
"Griggsville city, Illinois",31771,17,1328,42180,24670,5.7,17.5,228,46.2,98.9,0.0,0.2,0.1,0.0,2.9,1.1,96.0,0.5,550,342,78300,1070,520,450,505,2.59,90.3,1.8,78.6,79.0,88.3,11.5,13.6,7.3,63.3,48.6,20.7,19.2
"Gurnee village, Illinois",32018,17,30826,102140,50422,4.1,21.7,3860,52.9,74.9,9.7,1.8,13.5,0.2,7.2,15.4,61.5,15.4,12118,8306,276300,2259,942,1371,11630,2.65,86.9,24.2,95.0,92.3,95.8,53.4,9.4,3.8,70.8,65.5,27.9,4.7
"Hainesville village, Illinois",32200,17,3572,107868,45249,4.5,22.3,229,43.8,83.6,3.5,0.4,10.7,0.0,6.5,24.5,62.1,16.5,1335,1169,173600,1679,769,1177,1335,2.68,91.0,24.3,100.0,96.8,93.7,39.5,3.5,7.7,78.9,83.8,35.2,1.3
"Hamel village, Illinois",32408,17,916,72000,32539,8.4,32.4,167,53.6,99.3,0.0,0.1,0.0,0.7,0.1,1.0,98.3,2.0,378,261,197800,1668,513,875,360,2.54,90.0,2.1,87.2,82.5,96.8,38.0,3.1,4.9,61.8,53.4,24.7,0.9
"Hamilton city, Illinois",32434,17,2777,49297,30728,5.9,26.9,572,56.3,97.6,1.5,1.3,1.4,0.0,1.9,0.0,95.8,2.7,1227,783,92900,1115,441,707,1094,2.48,88.7,1.6,91.0,85.1,93.4,28.6,10.6,7.1,62.0,58.9,21.9,9.6
"Hammond village, Illinois",32499,17,531,67273,28650,3.0,28.8,117,45.4,99.6,0.0,0.8,0.4,0.0,0.8,0.6,98.3,0.6,293,192,89600,1150,404,800,234,2.27,87.4,3.5,89.3,79.5,85.9,23.3,11.1,9.4,56.4,54.1,36.9,7.5
"Hampshire village, Illinois",32525,17,8019,97927,48639,5.0,26.0,822,50.0,97.3,0.0,0.0,2.2,0.0,0.8,4.4,93.4,4.3,2543,1669,289800,2197,912,1579,2410,3.33,87.2,9.6,100.0,83.4,82.3,29.9,7.8,2.9,63.6,64.0,31.4,6.2
"Hampton village, Illinois",32564,17,1911,72500,37885,6.0,24.9,377,52.2,97.3,3.3,0.6,0.7,0.4,4.2,10.3,85.3,1.3,863,666,153800,1383,552,894,834,2.29,89.0,2.1,93.8,89.7,91.5,26.3,8.5,3.2,61.8,57.6,25.6,6.8
"Hanaford village, Illinois",32616,17,309,51250,28600,8.7,21.7,64,55.0,100.0,0.0,4.5,0.0,0.0,4.5,2.3,93.2,0.0,149,119,53900,888,326,758,140,2.21,89.9,0.0,85.0,84.3,88.8,4.9,24.2,8.1,51.8,59.5,22.6,17.0
"Hanna City village, Illinois",32668,17,1372,62550,33552,3.9,13.4,362,49.3,97.3,0.7,0.7,2.0,0.0,1.2,1.1,96.1,1.7,768,544,106600,1003,463,692,702,1.95,94.8,2.1,92.9,82.2,95.7,19.7,11.1,1.6,57.8,49.8,24.7,7.7
"Hanover village, Illinois",32707,17,783,46333,24149,5.1,22.6,234,51.6,92.1,3.1,9.2,0.0,0.0,5.5,1.4,86.3,0.4,455,245,78200,973,428,648,370,2.12,88.9,2.4,86.2,85.4,89.3,12.6,29.0,7.3,57.9,50.9,28.2,17.6
"Hanover Park village, Illinois",32746,17,37545,80535,27901,5.4,28.2,3935,52.1,60.5,9.4,1.1,17.9,0.2,12.8,39.5,33.6,32.1,11588,8487,215900,1750,785,1399,11220,3.35,88.5,53.3,96.8,92.3,81.4,26.9,5.4,11.7,68.9,62.7,29.8,13.9
"Hardin village, Illinois",32850,17,758,75469,35782,5.8,10.6,230,49.6,97.1,2.9,0.3,0.0,0.0,0.3,0.0,96.8,0.5,350,183,85800,1020,507,421,219,3.07,94.3,0.0,71.2,69.9,84.9,12.8,25.8,0.0,44.8,44.2,64.1,14.2
"Harrisburg city, Illinois",33136,17,8375,36701,23377,7.5,23.8,1688,53.4,95.7,6.2,0.4,1.0,1.7,5.7,0.7,89.6,0.8,4186,2310,75600,945,357,670,3561,2.26,87.5,2.0,83.6,74.2,84.7,17.1,27.3,3.7,54.7,54.6,17.7,21.4
"Harrison CDP, Illinois",33162,17,872,43281,23289,6.0,25.8,285,60.9,68.0,8.3,1.4,5.8,0.0,4.7,0.0,63.3,1.9,442,251,93100,1047,377,742,401,2.17,81.2,4.3,88.3,83.5,100.0,19.6,10.2,7.7,47.0,51.5,48.2,12.4
"Harristown village, Illinois",33227,17,1365,62639,28019,6.2,26.7,286,52.7,98.3,1.1,0.3,0.7,0.0,0.5,0.0,97.8,0.7,538,454,101600,977,448,702,514,2.66,94.2,2.3,93.4,84.8,94.6,17.4,14.0,2.3,58.6,51.9,19.1,11.8
"Hartford village, Illinois",33279,17,1846,36250,22742,4.2,28.3,373,54.2,94.0,0.0,0.4,0.0,0.0,0.4,6.1,93.4,1.7,902,584,65500,899,292,866,775,2.38,90.0,5.7,92.9,89.9,91.0,7.9,24.3,6.0,49.7,48.9,20.0,20.9
"Hartsburg village, Illinois",33318,17,355,57813,28747,9.3,13.2,49,40.8,100.0,0.3,0.0,0.0,10.4,11.0,0.3,89.0,0.6,203,146,71100,852,380,838,185,1.92,96.7,0.0,87.0,83.2,97.1,14.3,8.1,2.3,73.7,68.6,27.0,3.1
"Harvard city, Illinois",33331,17,9482,63044,21564,7.1,34.6,821,51.3,91.3,1.3,1.0,0.3,0.0,9.4,54.0,43.4,20.2,3061,1649,138200,1401,574,1014,2946,3.22,79.8,39.6,97.2,89.5,71.8,11.8,4.6,11.6,73.9,65.1,29.8,13.5
"Harvel village, Illinois",33357,17,238,39688,17711,11.3,28.2,24,61.3,100.0,0.0,0.8,0.0,0.0,0.8,9.2,89.9,0.0,101,58,50000,921,308,681,79,3.01,98.7,0.0,81.0,75.9,83.0,3.9,20.4,5.9,60.9,60.8,39.2,22.7
"Harvey city, Illinois",33383,17,20751,35572,20536,5.8,24.8,3083,52.1,24.6,67.1,0.7,2.3,0.2,8.8,27.9,3.5,14.8,9792,3673,75700,1326,472,914,7376,2.78,87.0,25.8,89.9,82.9,79.5,10.7,14.5,12.8,57.6,57.2,31.4,28.5
"Harwood Heights village, Illinois",33435,17,8978,74577,36313,8.0,23.0,1375,46.9,78.8,1.7,2.1,12.9,0.0,3.8,18.4,67.3,44.7,3669,2177,297000,2115,779,1099,3528,2.54,93.1,67.4,92.0,79.7,88.4,31.0,4.8,8.0,68.8,61.6,32.1,8.7
"Havana city, Illinois",33513,17,3232,45945,28033,3.6,20.2,691,44.2,98.9,3.4,0.6,0.1,0.1,3.5,0.7,95.1,0.5,1585,1014,77200,864,469,649,1463,2.11,88.2,1.1,90.8,83.8,92.1,18.0,14.7,6.2,61.5,60.1,17.7,20.6
"Hazel Crest village, Illinois",33695,17,13727,54353,25171,6.1,32.7,1659,57.5,9.7,89.2,1.1,0.9,0.0,2.7,3.7,6.8,2.5,5457,2971,132700,1509,643,1310,4719,2.90,88.8,4.9,93.1,78.7,95.8,26.8,13.7,6.2,66.0,66.4,34.1,18.0
"Hebron village, Illinois",33851,17,1540,76080,27444,6.0,25.7,163,52.4,96.4,2.4,0.6,0.0,0.0,2.3,25.1,72.0,4.4,557,350,180600,1608,726,1015,537,2.83,90.3,14.4,91.1,93.5,88.7,15.4,14.8,7.3,70.5,67.3,33.5,9.3
"Hecker village, Illinois",33877,17,554,71071,33110,5.4,26.0,56,49.8,99.6,0.4,1.3,1.4,0.0,4.2,1.4,95.5,0.4,235,176,135500,1090,431,616,228,2.43,91.2,0.0,89.5,86.0,97.5,15.3,10.5,3.8,77.2,71.8,32.3,3.0
"Henderson village, Illinois",34007,17,249,49167,22387,7.2,34.9,46,41.4,94.4,4.8,0.0,0.4,0.0,10.8,16.5,78.3,4.0,105,70,80000,1100,430,775,98,2.54,72.4,5.2,84.7,80.6,78.9,10.5,1.7,11.6,56.6,54.8,25.3,30.1
"Hennepin village, Illinois",34098,17,832,70000,33535,4.7,22.6,127,53.7,98.1,3.2,0.1,0.5,0.0,3.2,6.7,90.6,0.6,343,252,142500,1352,472,729,316,2.62,88.4,2.6,93.7,90.8,97.0,23.0,6.8,1.9,71.1,65.3,23.0,7.3
"Henning village, Illinois",34137,17,251,72000,25009,4.4,18.3,36,46.6,99.2,3.2,0.0,0.0,0.0,2.4,0.0,96.8,0.0,116,70,68300,897,365,690,92,2.73,96.0,0.0,93.5,93.5,89.9,1.1,17.2,2.8,69.4,69.9,23.4,10.0
"Henry city, Illinois",34163,17,2378,51556,27979,6.2,19.9,522,49.9,99.6,1.4,0.0,0.4,0.4,2.9,0.8,96.4,0.8,1149,775,95300,1003,456,575,1046,2.20,89.0,1.5,89.2,83.7,92.5,16.9,14.2,3.9,60.7,49.9,32.2,12.7
"Herrick village, Illinois",34332,17,411,51250,24442,3.4,30.4,58,51.1,100.0,0.0,0.7,0.0,0.0,0.7,0.0,99.3,0.2,184,126,56900,812,319,542,165,2.49,92.4,0.0,76.4,73.3,92.8,15.2,10.1,7.8,65.3,55.9,44.4,7.3
"Herrin city, Illinois",34358,17,12398,46879,29114,6.8,19.9,2215,54.2,92.8,4.8,1.5,3.1,0.1,5.1,4.3,86.2,4.6,6044,3471,97800,1184,393,765,5339,2.29,81.4,6.9,88.3,80.0,90.0,21.9,23.0,7.4,58.3,56.7,19.7,14.1
"Herscher village, Illinois",34384,17,1251,78906,38015,5.8,21.1,242,49.4,98.6,0.6,0.5,2.3,0.3,3.2,1.4,94.6,0.7,566,402,170300,1388,630,684,515,2.43,92.3,0.9,86.8,83.9,98.2,32.7,7.5,1.9,68.6,68.2,25.1,4.9
"Hettick village, Illinois",34423,17,145,45625,31981,11.7,16.6,39,43.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,70,53,97500,750,560,661,67,2.16,93.4,3.9,94.0,80.6,90.9,10.0,9.8,6.2,53.7,57.4,39.9,20.7
"Heyworth village, Illinois",34449,17,2834,71667,30409,3.6,30.0,417,53.1,98.6,0.0,0.6,1.2,0.0,1.4,4.3,93.6,1.0,1074,835,168000,1554,609,717,1008,2.81,93.7,3.0,86.2,85.3,96.2,30.6,4.7,4.6,64.5,59.9,23.2,11.0
"Hickory Hills city, Illinois",34514,17,14483,69072,31301,6.0,27.2,2104,47.8,91.1,4.0,1.5,3.0,0.0,4.3,16.3,76.0,32.3,5400,3683,247400,1951,822,1008,5101,2.82,91.0,56.5,91.1,85.9,86.4,23.5,5.5,9.8,67.3,64.0,29.4,9.6
"Highland city, Illinois",34670,17,10215,69442,35742,6.5,20.6,1855,50.8,94.1,3.7,0.5,2.5,0.0,1.3,2.5,91.0,2.5,4667,2988,154700,1404,620,778,4553,2.21,86.9,4.9,90.9,89.4,95.8,29.4,18.3,4.2,66.7,60.3,28.4,8.9
"Highland Park city, Illinois",34722,17,30245,153226,93309,6.9,24.7,7920,51.0,93.5,1.4,0.7,4.4,0.2,4.6,9.3,84.4,11.5,12608,10098,523500,3336,1501,1812,12079,2.48,88.4,16.3,95.2,92.8,97.6,76.4,4.6,3.1,64.3,55.1,29.8,3.2
"Highwood city, Illinois",34865,17,5204,88913,42321,7.2,21.8,815,46.7,79.2,5.5,0.9,0.7,0.0,5.6,36.3,58.2,25.4,2065,890,369700,2770,1105,1544,1974,2.59,82.8,38.5,93.7,92.7,87.1,41.8,3.9,16.0,75.2,63.7,29.7,13.6
"Hillcrest village, Illinois",34982,17,1594,80948,28105,4.5,25.2,187,49.0,86.1,0.3,2.3,0.4,0.0,8.9,39.1,56.6,16.8,535,453,130200,1143,633,1088,524,3.04,93.5,32.8,97.5,96.0,85.3,12.9,5.2,5.6,78.1,77.7,18.2,7.4
"Hillsboro city, Illinois",35047,17,6633,64340,20441,1.4,15.9,1143,32.0,83.2,14.8,0.7,0.0,0.0,1.5,5.0,78.8,2.5,1951,1311,94900,1015,472,693,1791,2.24,71.9,6.0,84.6,81.7,79.9,16.2,19.0,1.3,27.7,47.2,34.3,16.5
"Hillsdale village, Illinois",35073,17,532,73750,23981,6.6,24.4,75,48.3,97.2,0.0,1.7,0.0,0.0,1.7,6.6,91.7,0.6,220,150,70600,1055,262,725,170,3.13,83.4,1.6,91.2,79.4,85.3,4.0,20.2,6.0,62.7,52.9,26.0,23.1
"Hillside village, Illinois",35086,17,8286,62224,28970,6.5,18.4,1437,49.2,31.4,45.1,1.0,2.5,0.0,2.8,33.4,19.9,20.8,3160,1854,196600,1594,714,1341,2987,2.70,92.7,39.6,94.5,85.5,83.5,25.8,9.6,9.8,60.6,53.3,30.8,6.0
"Hinckley village, Illinois",35268,17,2228,75500,36763,6.0,26.4,258,47.8,96.4,2.1,2.1,4.2,0.0,6.3,6.4,88.0,2.6,922,648,225900,1772,770,1204,898,2.48,87.9,2.8,97.7,96.2,97.3,37.5,5.9,6.5,75.6,69.2,32.5,9.7
"Hindsboro village, Illinois",35281,17,387,61250,28757,4.9,17.8,83,57.1,99.5,0.5,0.0,0.0,0.0,0.5,13.2,85.8,4.1,192,137,62900,850,433,700,160,2.42,93.0,10.3,89.4,85.0,87.6,8.2,6.0,3.4,65.3,59.5,27.2,3.9
"Hinsdale village, Illinois",35307,17,17148,224185,114121,6.3,32.5,2504,49.4,82.7,1.7,0.3,16.6,0.1,7.1,5.2,74.2,14.6,6094,4999,880100,4001,1501,1831,5700,2.96,85.4,19.7,97.6,95.9,97.7,80.5,3.3,2.4,63.5,51.6,33.8,1.6
"Hodgkins village, Illinois",35385,17,1856,61136,26391,4.3,21.3,379,48.8,81.8,4.1,0.6,0.8,0.0,20.7,46.4,45.4,13.3,731,596,33000,1723,823,1009,702,2.64,92.8,36.7,70.2,65.4,73.5,12.1,13.1,17.8,58.9,56.8,17.9,12.1
"Hoffman village, Illinois",35398,17,692,57500,21389,2.9,32.1,90,42.2,98.6,0.0,2.7,1.4,1.4,4.2,0.6,95.2,1.4,246,222,92500,1083,441,810,240,2.88,81.6,2.2,82.5,81.3,94.2,6.7,7.9,2.7,60.1,65.6,24.9,4.3
"Hoffman Estates village, Illinois",35411,17,52153,96274,41166,6.6,23.7,7178,50.2,60.0,7.1,1.0,26.8,0.0,6.8,18.2,48.3,32.9,19304,13380,294200,2134,896,1490,18450,2.82,90.2,47.0,98.0,95.2,91.5,48.4,6.0,6.6,69.9,64.2,30.4,5.2
"Holcomb CDP, Illinois",35463,17,156,51250,18092,1.9,22.4,29,55.8,100.0,0.0,0.0,0.0,0.0,0.0,32.1,67.9,1.9,60,35,131300,1231,530,868,50,3.12,59.0,3.9,100.0,98.0,98.0,9.8,0.0,9.0,63.5,62.5,29.2,41.5
"Holiday Hills village, Illinois",35515,17,650,73333,33745,2.3,17.2,165,43.4,99.5,0.3,4.8,0.5,0.0,9.1,8.6,88.5,9.5,272,217,162500,1548,629,1719,266,2.44,87.9,12.9,92.1,82.3,79.1,15.6,17.7,5.1,57.9,56.1,40.9,6.6
"Homer village, Illinois",35814,17,1123,62446,52763,2.2,25.4,131,49.8,99.6,0.0,0.5,0.0,0.0,2.1,2.0,97.4,0.0,546,386,113200,1255,461,882,481,2.33,96.0,0.0,84.8,79.6,95.6,14.9,8.1,5.0,71.3,73.1,28.5,10.8
"Homer Glen village, Illinois",35835,17,24664,120306,45912,5.9,23.5,4712,49.9,94.8,0.9,0.5,3.4,0.0,4.2,7.9,87.3,12.1,8361,7620,349900,2624,1028,1205,8054,3.04,94.3,20.8,96.3,93.5,93.3,38.1,6.4,3.3,66.0,61.8,36.5,3.4
"Homewood village, Illinois",35879,17,19716,81940,35145,5.8,26.9,3216,51.8,48.5,50.3,1.2,2.1,0.4,4.3,5.0,41.7,4.4,7704,5698,170300,1631,810,1211,7272,2.67,90.4,6.5,93.1,93.9,96.0,42.9,11.3,3.7,62.5,58.3,32.6,8.8
"Hoopeston city, Illinois",36061,17,5210,43330,21615,5.7,20.4,1075,46.5,94.4,1.6,0.8,2.7,0.0,3.7,13.6,81.3,2.5,2555,1450,58700,768,381,780,2073,2.48,92.6,7.5,94.3,86.9,83.4,7.6,9.9,7.9,53.1,47.4,16.9,29.3
